타임스탬프,사용자ID,화면,이벤트,대상,값,행동,체류시간(ms),브라우저
2026. 2. 4 오후 5:37:05,,contentUploadB,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"
2026. 2. 4 오후 5:37:06,,contentUploadB,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"
2026. 2. 4 오후 5:37:07,session_1770189417674_iu8k8x97j,메인 미션 화면,화면 진입,,,메인 미션 화면 화면 진입,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"
2026. 2. 4 오후 5:37:09,,missionMain,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"
2026. 2. 4 오후 5:37:10,session_1770189417674_iu8k8x97j,메인 미션 화면,버튼 클릭,미션 2,,미션 2 버튼 클릭,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"
2026. 2. 4 오후 5:37:10,session_1770189417674_iu8k8x97j,미션2,화면 진입,,,미션2 화면 진입,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"
2026. 2. 4 오후 5:37:10,session_1770189417674_iu8k8x97j,미션2,버튼 클릭,다음,,다음 버튼 클릭,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"
2026. 2. 4 오후 5:37:11,session_1770189417674_iu8k8x97j,메인 미션 화면,미션 시작,미션 2,,미션 2 미션 시작,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"
2026. 2. 4 오후 5:37:11,session_1770189417674_iu8k8x97j,미션2,화면 진입,,,미션2 화면 진입,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"
2026. 2. 4 오후 5:37:13,session_1770189417674_iu8k8x97j,미션2 A안,화면 진입,,,미션2 A안 화면 진입,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"
